,movie_title,soup
200,Night at the Museum: Secret of the Tomb,color shawnlevy ramimalek adventure comedy family fantasy robinwilliams stevecoogan museum museumofnaturalhistorymanhattannewyorkcity nightwatchman stardiedbeforerelease tablet english usa pg
201,Megamind,color tommcgrath bradpitt action animation comedy family sci-fi j.k.simmons willferrell battle city planet prison superhero english usa pg
202,Harry Potter and the Sorcerer's Stone,color chriscolumbus fionashaw adventure family fantasy danielradcliffe vernetroyer basedonnovel birthday evilwizard quidditch wizard english uk pg
203,R.I.P.D.,color robertschwentke jeffbridges action comedy fantasy ryanreynolds stephanieszostak drugdealer gold partner police undead english usa pg-13
205,Pirates of the Caribbean: The Curse of the Black Pearl,color goreverbinski orlandobloom action adventure fantasy johnnydepp jackdavenport caribbean curse governor pirate undead english usa pg-13
207,The Hunger Games: Mockingjay - Part 1,color francislawrence philipseymourhoffman adventure sci-fi thriller jenniferlawrence joshhutcherson basedonyoungadultnovel manipulation rebellion symbol uprising english usa pg-13
208,The Da Vinci Code,color ronhoward sethgabel mystery thriller tomhanks jürgenprochnow basedonsupposedlytruestory holygrail marymagdalene opusdei secret english usa pg-13
209,Rio 2,color carlossaldanha rachelcrow adventure animation comedy family musical miguelferrer jeffreygarcia amazon bird fatherinlaw jungle noopeningcredits english usa g
210,X-Men 2,color bryansinger brucedavison action adventure fantasy sci-fi thriller hughjackman aaronstanford mutant prison professor school xmen english canada pg-13
211,Fast Five,color justinlin vindiesel action crime thriller paulwalker dwaynejohnson druglord drugs federalagent heist police english usa pg-13
212,Sherlock Holmes: A Game of Shadows,color guyritchie eddiemarsan action adventure crime mystery thriller robertdowneyjr. paulanderson factory gypsy investigation sherlockholmes train english usa pg-13
213,Clash of the Titans,color louisleterrier jasonflemyng action adventure fantasy liamneeson alexadavalos famousline handtohandcombat kraken rape zeus english usa pg-13
214,Total Recall,color paulverhoeven rachelticotin action sci-fi ronnycox marshallbell ambiguousending falsememory implantedmemory memory spacecolony english usa r
215,The 13th Warrior,color johnmctiernan vladimirkulich action adventure history tonycurran cliverussell arab battle combat viking warrior english usa r
216,The Bourne Legacy,color tonygilroy scottglenn action adventure thriller jeremyrenner stacykeach assassin cia drone pill wolf english usa pg-13
217,Batman & Robin,color joelschumacher vivicaa.fox action michaelgough johnglover butler criticallybashed cure freeze gotham english usa pg-13
218,How the Grinch Stole Christmas,color ronhoward t.j.thyne comedy family fantasy clinthoward mollyshannon boxofficehit christmas materialism publichumiliation snowflake english usa pg
219,The Day After Tomorrow,color rolandemmerich dennisquaid action adventure sci-fi thriller jakegyllenhaal selaward climate endoftheworld globalwarming naturaldisaster weather english usa pg-13
220,Mission: Impossible II,color johnwoo dougrayscott action adventure thriller tomcruise richardroxburgh cure mission terrorist thief virus english usa pg-13
221,The Perfect Storm,color wolfgangpetersen maryelizabethmastrantonio action adventure drama thriller karenallen bobgunton death fish fishing sea storm english usa pg-13
222,Fantastic 4: Rise of the Silver Surfer,color timstory ioangruffudd action adventure sci-fi thriller chrisevans andrebraugher fantasticfour space strongfemalecharacter strongfemalelead superheroine english usa pg
223,Life of Pi,color anglee rafespall adventure drama fantasy surajsharma tabu animal faith india journey tiger english usa pg
224,Ghost Rider,color markstevenjohnson mattlong action fantasy thriller nicolascage peterfonda blackheart devil father ghost mephistopheles english usa pg-13
225,Jason Bourne,color paulgreengrass rizahmed action thriller mattdamon atoessandoh blackops chase cia ciaagent repeatedscene english uk pg-13
226,Charlie's Angels: Full Throttle,color mcg berniemac action adventure comedy crime demimoore justintheroux fbi murder ring witnessprotection witnessprotectionprogram english usa pg-13
227,Prometheus,color ridleyscott charlizetheron adventure mystery sci-fi michaelfassbender seanharris cavepainting medicalscanner planet pregnantwithanalienfetus suspendedanimation english usa r
228,Stuart Little 2,color robminkoff bradgarrett adventure animation comedy family fantasy nathanlane melaniegriffith anthropomorphicmouse falcon marshmallow secondpart soccer english usa pg
229,Elysium,color neillblomkamp sharltocopley action drama sci-fi thriller mattdamon alicebraga christfigure classdifferences messiah saviour socialcommentary english usa r
230,The Chronicles of Riddick,color davidtwohy alexadavalos action adventure sci-fi thriller vindiesel christinacox bountyhunter escape necromonger planet warrior english usa pg-13
231,RoboCop,color josépadilha abbiecornish action crime sci-fi thriller garyoldman jenniferehle lawenforcement police robocop robot technology english usa pg-13
232,Speed Racer,color lanawachowski kickgurry action family sport scottporter nicholaselia basedonanime basedoncartoon gadgetcar racer speed english usa pg
233,How Do You Know,color jamesl.brooks domenicklombardozzi comedy drama romance shelleyconn teyonahparris embarrassment fallinginlove love lovetriangle revelation english usa pg-13
234,Knight and Day,color jamesmangold marcblucas action comedy romance tomcruise jordimollà chase fbi garage spy surveillance english usa pg-13
235,Oblivion,color josephkosinski tomcruise action adventure mystery sci-fi morganfreeman zoëbell cabininthewoods drone flyingthroughathunderstorm postapocalypse sexinapool english usa pg-13
236,Star Wars: Episode III - Revenge of the Sith,color georgelucas christopherlee action adventure fantasy sci-fi natalieportman haydenchristensen elongatedcryofno friendsbecomeenemies kickedinthebutt roboticmidwife vision english usa pg-13
237,Star Wars: Episode II - Attack of the Clones,color georgelucas christopherlee action adventure fantasy sci-fi natalieportman haydenchristensen martialarts murderedbeforegivingprotagonistinformation partcomputeranimation prequel prequeltocultfilm english usa pg
238,"Monsters, Inc.",color petedocter johnratzenberger adventure animation comedy family fantasy stevebuscemi jamescoburn friend littlegirl monster rival scream english usa g
239,The Wolverine,color jamesmangold taookamoto action adventure sci-fi thriller hughjackman rilafukushima healingpower marvelcomics mecha regeneration selfhealing english usa pg-13
240,Star Wars: Episode I - The Phantom Menace,color georgelucas liamneeson action adventure fantasy sci-fi natalieportman ianmcdiarmid alien charactersaysihaveabadfeelingaboutthis handtohandcombat sevenwordtitle wilhelmscream english usa pg
241,The Croods,color kirkdemicco emmastone adventure animation comedy family fantasy ryanreynolds nicolascage cave caveman journey strictfather survival english usa pg
243,Windtalkers,color johnwoo rogerwillie action drama war nicolascage noahemmerich code duty steelhelmet u.s.marine u.s.soldier english usa r
244,The Huntsman: Winter's War,color cedricnicolas-troyan samclaflin action adventure drama fantasy chrishemsworth charlizetheron basedonfairytale darkfantasy fairytale secondpart sequel english usa pg-13
245,Teenage Mutant Ninja Turtles,color jonathanliebesman dannywoodburn action adventure comedy sci-fi noelfisher jeremyhoward 18wheeler mutant ninja sewer turtle english usa pg-13
246,Gravity,color alfonsocuarón bashersavage adventure drama sci-fi thriller phaldutsharma amywarren boxofficehit longtake solesurvivor space spacestation english uk pg-13
247,Dante's Peak,color rogerdonaldson grantheslov action adventure thriller jamierenéesmith tzima ash escape lava mayor volcano english usa pg-13
249,Fantastic Four,color joshtrank rege.cathey action adventure sci-fi timblakenelson timheidecker boxofficeflop criticallybashed portal teleportation troubledproduction english usa pg-13
250,Night at the Museum,color shawnlevy ramimalek action adventure comedy family fantasy robinwilliams stevecoogan chaos museum museumofnaturalhistory nightwatchman watchman english usa pg
251,San Andreas,color bradpeyton ioangruffudd action adventure drama thriller dwaynejohnson archiepanjabi disastermovie earthquake journey naturaldisaster sanandreasfault english usa pg-13
252,Tomorrow Never Dies,color rogerspottiswoode colinsalmon action adventure thriller vincentschiavelli joedonbaker exboyfriendexgirlfriendrelationship mediatycoon megalomaniac officialjamesbondseries worldwarthree english uk pg-13
253,The Patriot,color rolandemmerich adambaldwin action drama history war heathledger tomwilkinson americanrevolution british french hero standoff english usa r
254,Ocean's Twelve,color stevensoderbergh juliaroberts crime thriller bradpitt minianden fatherdaughterrelationship heist pretendingtobepregnant sequel thief english usa pg-13
255,Mr. & Mrs. Smith,color dougliman angelinajoliepitt action comedy crime romance thriller bradpitt stephaniemarch assassin marriage secretagent suburb target english usa pg-13
256,Insurgent,color robertschwentke theojames adventure sci-fi thriller katewinslet mekhiphifer actionheroine fallingfromheight mindcontrol trainhopping truthserum english usa pg-13
257,The Aviator,blackandwhite martinscorsese adamscott biography drama leonardodicaprio francesconroy 1920s aviation fight sprucegoose testflight english usa pg-13
258,Gulliver's Travels,color robletterman catherinetate adventure comedy family fantasy jamescorden ollyalexander bermudatriangle boxofficehit shipwrecked travel travelwriter english usa pg
259,The Green Hornet,color michelgondry tomwilkinson action comedy crime sci-fi thriller christophwaltz chadl.coleman heir kungfu party playboy superhero english usa pg-13
261,300: Rise of an Empire,color noammurro sullivanstapleton action drama fantasy war evagreen petermensah army commander femalerearnudity greek navy english usa r
262,The Smurfs,color rajagosnell timgunn adventure animation comedy family fantasy mahadeoshivraj madisonmckinley blue newyork newyorkcity noopeningcredits smurf english usa pg
263,Home on the Range,color willfinn roseannebarr animation comedy family music western stevebuscemi g.w.bailey cattle cow dairyfarm farm rustler english usa pg
264,Allegiant,color robertschwentke theojames action adventure mystery sci-fi thriller naomiwatts zoëkravitz basedonyoungadultnovel dystopia geneticexperimentation strongfemalecharacter strongfemalelead english usa pg-13
